,date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_2_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_8_raw,smart_9_raw,smart_10_raw,smart_11_raw,smart_12_raw,smart_13_raw,smart_15_raw,smart_22_raw,smart_183_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_189_raw,smart_190_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_195_raw,smart_196_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_200_raw,smart_201_raw,smart_220_raw,smart_222_raw,smart_223_raw,smart_224_raw,smart_225_raw,smart_226_raw,smart_240_raw,smart_241_raw,smart_242_raw,smart_250_raw,smart_251_raw,smart_252_raw,smart_254_raw,smart_255_raw
1090798,2016-01-18,Z3024W2C,ST4000DM000,1.976651427858e-311,0,170052880,,0,2,0,2.91212037e-315,,10494,0,,2,,,,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,455.0,26.0,,,0,0,0,,,,,,,,,5.173e-320,8.667461525e-314,6.6956683484e-313,,,,,
1148312,2016-01-19,Z3024W2C,ST4000DM000,1.976651427858e-311,0,178007352,,0,2,0,2.91748914e-315,,10518,0,,2,,,,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,455.0,24.0,,,0,0,0,,,,,,,,,5.1847e-320,8.6736769236e-314,6.700582009e-313,,,,,
1205822,2016-01-20,Z3024W2C,ST4000DM000,1.976651427858e-311,1,95797248,,0,2,0,2.923400295e-315,,10542,0,,2,,,,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,455.0,25.0,,,16,16,0,,,,,,,,,5.1966e-320,8.684574943e-314,6.7061544045e-313,,,,,
3909,2016-01-01,W0Q26EE1,ST320LT007,1.581370405447e-312,0,177471776,,0,13,0,2.616604723e-315,,20573,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,0.0,75394.0,25.0,177471776.0,,0,0,0,,,,,,,,,1.215903598346e-311,1.55522711e-314,8.23393493e-315,13579666.0,26548746.0,12207968.0,0.0,
61454,2016-01-01,W0Q26EE1,ST320LT007,1.581370405447e-312,0,177471776,,0,13,0,2.616604723e-315,,20573,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,0.0,75394.0,25.0,177471776.0,,0,0,0,,,,,,,,,1.215903598346e-311,1.55522711e-314,8.23393493e-315,13579666.0,26548746.0,12207968.0,0.0,
118999,2016-01-02,W0Q26EE1,ST320LT007,1.581370405447e-312,0,64846248,,0,13,0,2.618444703e-315,,20597,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,75751.0,25.0,64846248.0,,0,0,0,,,,,,,,,9.12203550721494e-310,1.5573453336e-314,8.8432056e-315,13724089.0,26830668.0,12337931.0,0.0,
176549,2016-01-03,W0Q26EE1,ST320LT007,1.581370405447e-312,0,194470880,,0,13,0,2.620279727e-315,,20621,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,76071.0,25.0,194470880.0,,0,0,0,,,,,,,,,2.6166330108539e-310,1.559442633e-314,2.075934604e-314,13869502.0,27113161.0,12467853.0,0.0,
234155,2016-01-04,W0Q26EE1,ST320LT007,1.581370405447e-312,0,83774128,,0,13,0,2.62215628e-315,,20646,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,76425.0,25.0,83774128.0,,0,0,0,,,,,,,,,9.3393278762122e-310,1.5752774393e-314,1.2474654406e-314,14017952.0,27401881.0,12600797.0,0.0,
291756,2016-01-05,W0Q26EE1,ST320LT007,1.581370405447e-312,0,209515304,,0,13,0,2.624020975e-315,,20670,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,76761.0,25.0,209515304.0,,0,0,0,,,,,,,,,1.16465738997299e-309,1.5702319955e-314,1.9331830313e-314,14165911.0,27689467.0,12733384.0,0.0,
349315,2016-01-06,W0Q26EE1,ST320LT007,1.581370405447e-312,0,89250776,,0,13,0,2.625976753e-315,,20694,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,77161.0,25.0,89250776.0,,0,0,0,,,,,,,,,4.2558747593781e-310,1.6162286963e-314,1.7117305165e-314,14323277.0,27997824.0,12875850.0,0.0,
406830,2016-01-07,W0Q26EE1,ST320LT007,1.581370405447e-312,0,214681104,,0,13,0,2.627973485e-315,,20719,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,77523.0,25.0,214681104.0,,0,0,0,,,,,,,,,1.16924090088172e-309,1.618476495e-314,5.82580455e-315,14484264.0,28314239.0,13021981.0,0.0,
464346,2016-01-08,W0Q26EE1,ST320LT007,1.581370405447e-312,0,100420392,,0,13,0,2.62994295e-315,,20743,0,,13,,,,,0.0,0.0,7e-323,0.0,24.0,12.0,1.0,77877.0,24.0,100420392.0,,0,0,0,,,,,,,,,4.6448365878645e-310,1.620748209e-314,5.713376433e-315,14640935.0,28622143.0,13164088.0,0.0,
521861,2016-01-09,W0Q26EE1,ST320LT007,1.581370405447e-312,0,234211624,,0,13,0,2.631947744e-315,,20767,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,78239.0,25.0,234211624.0,,0,0,0,,,,,,,,,8.31015991759993e-310,1.6230077365e-314,1.48478652e-314,14799987.0,28934155.0,13308172.0,0.0,
579376,2016-01-10,W0Q26EE1,ST320LT007,1.581370405447e-312,0,127522008,,0,13,0,2.63401569e-315,,20792,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,0.0,78625.0,25.0,127522008.0,,0,0,0,,,,,,,,,9.024211501261e-310,1.6253647493e-314,7.619352e-317,14963604.0,29256370.0,13457180.0,0.0,
636890,2016-01-11,W0Q26EE1,ST320LT007,1.581370405447e-312,0,4480200,,0,13,0,2.635965896e-315,,20816,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,0.0,78953.0,25.0,4480200.0,,0,0,0,,,,,,,,,6.52513705824236e-310,1.6276454477e-314,1.762186319e-314,15121343.0,29566242.0,13600100.0,0.0,
694404,2016-01-12,W0Q26EE1,ST320LT007,1.581370405447e-312,0,120274472,,0,13,0,2.637891176e-315,,20840,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,0.0,79245.0,25.0,120274472.0,,0,0,0,,,,,,,,,1.91213040826414e-310,1.629860529e-314,8.44706495e-316,15278571.0,29874367.0,13742237.0,0.0,
751919,2016-01-13,W0Q26EE1,ST320LT007,1.581370405447e-312,0,1636504,,0,13,0,2.63986525e-315,,20864,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,79580.0,25.0,1636504.0,,0,0,0,,,,,,,,,1.037528622137207e-309,1.615471849e-314,1.272162859e-314,15437549.0,30185337.0,13886018.0,0.0,
809436,2016-01-14,W0Q26EE1,ST320LT007,1.581370405447e-312,0,134774504,,0,13,0,2.64191558e-315,,20889,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,79855.0,25.0,134774504.0,,0,0,0,,,,,,,,,1.079310719261437e-309,1.6616451507e-314,1.361342626e-315,15601611.0,30506946.0,14034394.0,0.0,
866954,2016-01-15,W0Q26EE1,ST320LT007,1.581370405447e-312,0,14188184,,0,13,0,2.6439084e-315,,20913,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,80108.0,25.0,14188184.0,,0,0,0,,,,,,,,,9.2141301245583e-310,1.6585132266e-314,1.38315236e-314,15762241.0,30823206.0,14180464.0,0.0,
924514,2016-01-16,W0Q26EE1,ST320LT007,1.581370405447e-312,0,136404728,,0,13,0,2.645870153e-315,,20937,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,80371.0,25.0,136404728.0,,0,0,0,,,,,,,,,6.1813737493826e-311,1.6607433944e-314,2.029367399e-314,15920878.0,31134451.0,14324184.0,0.0,
982029,2016-01-17,W0Q26EE1,ST320LT007,1.581370405447e-312,0,14826864,,0,13,0,2.647868713e-315,,20962,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,80714.0,25.0,14826864.0,,0,0,0,,,,,,,,,1.18214263529197e-309,1.68356445e-314,5.075867587e-315,16082464.0,31452268.0,14470558.0,0.0,
1039540,2016-01-18,W0Q26EE1,ST320LT007,1.581370405447e-312,0,147160232,,0,13,0,2.64987073e-315,,20986,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,81055.0,25.0,147160232.0,,0,0,0,,,,,,,,,4.2976780764744e-310,1.6858815706e-314,3.92183355e-315,16242228.0,31764114.0,14614304.0,0.0,
1097041,2016-01-19,W0Q26EE1,ST320LT007,1.581370405447e-312,0,28665176,,0,13,0,2.65183447e-315,,21010,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,81404.0,25.0,28665176.0,,0,0,0,,,,,,,,,4.05513395756827e-310,1.6916489437e-314,1.101485186e-314,16400235.0,32073095.0,14757047.0,0.0,
1154555,2016-01-20,W0Q26EE1,ST320LT007,1.581370405447e-312,0,156118072,,0,13,0,2.653851537e-315,,21035,0,,13,,,,,0.0,0.0,7e-323,0.0,26.0,12.0,1.0,81734.0,26.0,156118072.0,,0,0,0,,,,,,,,,1.388315746342516e-309,1.7377273906e-314,2.0000954356e-314,16562787.0,32391144.0,14903812.0,0.0,
1212064,2016-01-21,W0Q26EE1,ST320LT007,1.581370405447e-312,1,26325344,,0,13,0,2.65578877e-315,,21059,0,,13,,,,,0.0,0.0,7e-323,0.0,25.0,12.0,1.0,82004.0,25.0,26325344.0,,0,0,0,,,,,,,,,1.15979801961358e-309,1.7400127916e-314,2.428024837e-315,16721663.0,32702207.0,15047258.0,0.0,
11578,2016-01-01,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,154589568,,0,15,0,1.658048774e-315,,12747,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,27108.0,33.0,154589568.0,,0,0,0,,,,,,,,,5.33554621743203e-310,9.3783921e-316,6.67292677e-315,28073404.0,53790853.0,24457970.0,0.0,
69123,2016-01-01,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,154589568,,0,15,0,1.658048774e-315,,12747,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,27108.0,33.0,154589568.0,,0,0,0,,,,,,,,,5.33554621743203e-310,9.3783921e-316,6.67292677e-315,28073404.0,53790853.0,24457970.0,0.0,
126668,2016-01-02,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,230310752,,0,15,0,1.65972889e-315,,12771,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,27507.0,33.0,230310752.0,,0,0,0,,,,,,,,,7.1271472637452e-310,9.58879107e-316,1.78492672e-314,28217987.0,54076791.0,24588967.0,0.0,
184226,2016-01-03,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,60846824,,0,15,0,1.661408317e-315,,12795,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,27903.0,33.0,60846824.0,,0,0,0,,,,,,,,,1.55117892382693e-310,9.8027451e-316,6.415696944e-315,28362739.0,54363367.0,24719989.0,0.0,
241831,2016-01-04,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,137850488,,0,15,0,1.663091233e-315,,12820,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,28321.0,32.0,137850488.0,,0,0,0,,,,,,,,,6.841314436397e-311,1.001685335e-315,8.61139175e-315,28507930.0,54649173.0,24850421.0,0.0,
299427,2016-01-05,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,217848600,,0,15,0,1.664797523e-315,,12844,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,28707.0,32.0,217848600.0,,0,0,0,,,,,,,,,7.0382356401073e-310,1.022861686e-315,8.015090704e-315,28654327.0,54937251.0,24982163.0,0.0,
356976,2016-01-06,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,48815624,,0,15,0,1.666592894e-315,,12868,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,29135.0,33.0,48815624.0,,0,0,0,,,,,,,,,5.2950160978305e-310,1.044984216e-315,1.710040839e-314,28809542.0,55244814.0,25123197.0,0.0,
414489,2016-01-07,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,131062704,,0,15,0,1.66843156e-315,,12893,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,29544.0,32.0,131062704.0,,0,0,0,,,,,,,,,1.22002026012118e-309,1.06764724e-315,2.0260698026e-314,28967340.0,55557576.0,25266451.0,0.0,
472006,2016-01-08,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,207958344,,0,15,0,1.670214197e-315,,12917,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,29986.0,33.0,207958344.0,,0,0,0,,,,,,,,,3.09641625881377e-310,1.08996904e-315,9.96162729e-315,29120419.0,55862532.0,25406015.0,0.0,
529522,2016-01-09,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,40578248,,0,15,0,1.67198822e-315,,12941,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,30422.0,33.0,40578248.0,,0,0,0,,,,,,,,,1.37399227528845e-310,1.112138305e-315,1.4341631674e-314,29273296.0,56165793.0,25544737.0,0.0,
587037,2016-01-10,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,114190312,,0,15,0,1.67375428e-315,,12965,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,30877.0,33.0,114190312.0,,0,0,0,,,,,,,,,9.79534477131436e-310,1.134189784e-315,2.113665449e-314,29426382.0,56469419.0,25683571.0,0.0,
644552,2016-01-11,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,189920312,,0,15,0,1.675641177e-315,,12989,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,31223.0,33.0,189920312.0,,0,0,0,,,,,,,,,5.924612254783e-311,1.613833975e-315,2.047193719e-314,29590787.0,56795926.0,25833477.0,0.0,
702066,2016-01-12,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,20218368,,0,15,0,1.67750139e-315,,13013,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,31532.0,32.0,20218368.0,,0,0,0,,,,,,,,,1.59743843208065e-310,1.47055365e-315,1.9664319324e-314,29751579.0,57116301.0,25980648.0,0.0,
759581,2016-01-13,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,95588152,,0,15,0,1.679377983e-315,,13038,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,31815.0,33.0,95588152.0,,0,0,0,,,,,,,,,7.47430577516015e-310,1.493487676e-315,1.8772870197e-314,29913999.0,57441326.0,26129768.0,0.0,
817097,2016-01-14,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,170302304,,0,15,0,1.681291895e-315,,13062,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,32172.0,33.0,170302304.0,,0,0,0,,,,,,,,,9.5341270952506e-311,1.51704984e-315,5.387177006e-315,30080912.0,57773627.0,26282399.0,0.0,
874623,2016-01-15,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,239650400,,0,15,0,1.683125857e-315,,13086,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,32508.0,32.0,239650400.0,,0,0,0,,,,,,,,,5.56557056118926e-310,1.540087513e-315,9.759657384e-315,30241214.0,58094186.0,26429432.0,0.0,
932175,2016-01-16,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,66172312,,0,15,0,1.68495375e-315,,13110,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,32859.0,32.0,66172312.0,,0,0,0,,,,,,,,,4.632529011903e-310,1.562811687e-315,6.076658806e-315,30400865.0,58412660.0,26575567.0,0.0,
989690,2016-01-17,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,137083192,,0,15,0,1.686818153e-315,,13135,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,33237.0,32.0,137083192.0,,0,0,0,,,,,,,,,1.11994693862044e-309,1.586269904e-315,2.04846901e-314,30563837.0,58738324.0,26724716.0,0.0,
1047199,2016-01-18,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,207361704,,0,15,0,1.688596255e-315,,13159,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,0.0,33657.0,32.0,207361704.0,,0,0,0,,,,,,,,,7.36756938688053e-310,1.60864996e-315,5.48222395e-315,30719243.0,59047564.0,26866270.0,0.0,
1104704,2016-01-19,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,31871872,,0,15,0,1.6903534e-315,,13183,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,0.0,34148.0,33.0,31871872.0,,0,0,0,,,,,,,,,1.20348991291098e-309,1.596731413e-315,1.5050074874e-314,30873191.0,59353089.0,27006092.0,0.0,
1162217,2016-01-20,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,104889336,,0,15,0,1.69220798e-315,,13208,0,,15,,,,,0.0,0.0,6e-323,0.0,33.0,1.0,1.0,34587.0,33.0,104889336.0,,0,0,0,,,,,,,,,1.3067250087279e-310,2.094274115e-315,6.508955135e-315,31035383.0,59674918.0,27153810.0,0.0,
1219719,2016-01-21,W0Q6WJGE,ST320LT007,1.581370405447e-312,1,178189032,,0,15,0,1.694019194e-315,,13232,0,,15,,,,,0.0,0.0,6e-323,0.0,32.0,1.0,1.0,34949.0,32.0,178189032.0,,0,0,0,,,,,,,,,9.557469049034e-311,2.116818563e-315,6.20162267e-315,31193321.0,59988002.0,27297365.0,0.0,
26677,2016-01-01,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,20,100.0,565,15,0,0.0,42.0,23146,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
84222,2016-01-01,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,20,100.0,565,15,0,0.0,42.0,23146,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
141769,2016-01-02,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,0,100.0,565,15,0,0.0,42.0,23170,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
199343,2016-01-03,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,262439,100.0,565,15,0,0.0,42.0,23195,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
256948,2016-01-04,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,1507515,100.0,565,15,0,0.0,42.0,23218,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
314527,2016-01-05,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,9896793,100.0,565,15,0,0.0,42.0,23242,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
372065,2016-01-06,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,65542,100.0,565,15,0,0.0,42.0,23266,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
429579,2016-01-07,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,5046303,100.0,565,15,0,0.0,42.0,23291,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
487097,2016-01-08,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,786441,100.0,565,15,0,0.0,42.0,23314,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
544612,2016-01-09,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,65537,100.0,565,15,0,0.0,42.0,23338,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
602127,2016-01-10,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,131072,100.0,565,15,0,0.0,42.0,23363,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
659642,2016-01-11,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,0,100.0,565,15,0,0.0,42.0,23386,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
717158,2016-01-12,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,524288,100.0,565,15,0,0.0,42.0,23410,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
774675,2016-01-13,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,1,100.0,565,15,0,0.0,42.0,23435,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
832190,2016-01-14,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,0,100.0,565,15,0,0.0,42.0,23458,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
889723,2016-01-15,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,2490437,100.0,565,15,0,0.0,42.0,23482,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
947258,2016-01-16,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,65541,100.0,565,15,0,0.0,42.0,23506,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
1004773,2016-01-17,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,786432,100.0,565,15,0,0.0,42.0,23531,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
1062270,2016-01-18,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,65536,100.0,565,15,0,0.0,42.0,23554,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
1119779,2016-01-19,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,65536,100.0,565,15,0,0.0,42.0,23578,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
1177295,2016-01-20,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,0,12910967,100.0,565,15,0,0.0,42.0,23603,0,,15,,,,,,,0.0,,,,19.0,19.0,27.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
1234793,2016-01-21,PL1311LAG3D6WH,Hitachi HDS5C4040ALE630,1.976651427858e-311,1,99615823,100.0,565,15,0,0.0,42.0,23626,0,,15,,,,,,,0.0,,,,19.0,19.0,28.0,,0.0,8,0,0,,,,,,,,,0.0,0.0,0.0,,,,,
45870,2016-01-01,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,209938608,,0,15,0,2.3810121396e-314,,20496,0,,15,,,,,0.0,0.0,5.4e-323,0.0,28.0,3.0,0.0,72451.0,28.0,209938608.0,,0,0,0,,,,,,,,,6.259887684256e-312,1.934486017e-314,1.0239800625e-314,4832275.0,9332548.0,4242648.0,0.0,
103415,2016-01-01,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,209938608,,0,15,0,2.3810121396e-314,,20496,0,,15,,,,,0.0,0.0,5.4e-323,0.0,28.0,3.0,0.0,72451.0,28.0,209938608.0,,0,0,0,,,,,,,,,6.259887684256e-312,1.934486017e-314,1.0239800625e-314,4832275.0,9332548.0,4242648.0,0.0,
160959,2016-01-02,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,34967192,,0,15,0,2.381179121e-314,,20520,0,,15,,,,,0.0,0.0,5.4e-323,0.0,29.0,3.0,0.0,72905.0,29.0,34967192.0,,0,0,0,,,,,,,,,1.3729312868567e-311,1.936952527e-314,9.692974846e-315,4980205.0,9617648.0,4373133.0,0.0,
218557,2016-01-03,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,101526848,,0,15,0,2.381345012e-314,,20544,0,,15,,,,,0.0,0.0,5.4e-323,0.0,28.0,3.0,0.0,73322.0,28.0,101526848.0,,0,0,0,,,,,,,,,7.0284744598466e-310,1.9394120776e-314,1.5545802873e-314,5128607.0,9902013.0,4502890.0,0.0,
276164,2016-01-04,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,171929520,,0,15,0,2.381514657e-314,,20568,0,,15,,,,,0.0,0.0,5.4e-323,0.0,28.0,3.0,0.0,73787.0,28.0,171929520.0,,0,0,0,,,,,,,,,7.13478644897517e-310,1.941959242e-314,1.6651056226e-314,5279939.0,10192547.0,4635345.0,0.0,
333731,2016-01-05,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,240699040,,0,15,0,2.381677647e-314,,20592,0,,15,,,,,0.0,0.0,5.4e-323,0.0,28.0,3.0,0.0,74266.0,28.0,240699040.0,,0,0,0,,,,,,,,,8.2785421803066e-310,1.94437638e-314,2.279121e-317,5424684.0,10469512.0,4761452.0,0.0,
391253,2016-01-06,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,64207088,,0,15,0,2.381840344e-314,,20616,0,,15,,,,,0.0,0.0,5.4e-323,0.0,29.0,3.0,0.0,74761.0,29.0,64207088.0,,0,0,0,,,,,,,,,1.05569290610672e-309,1.9468170757e-314,4.83993298e-316,5569404.0,10747001.0,4887540.0,0.0,
448768,2016-01-07,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,133884168,,0,15,0,2.382006132e-314,,20641,0,,15,,,,,0.0,0.0,5.4e-323,0.0,29.0,3.0,0.0,75274.0,29.0,133884168.0,,0,0,0,,,,,,,,,4.19136608733075e-310,1.9493344533e-314,1.0384033313e-314,5716214.0,11030615.0,5016436.0,0.0,
506284,2016-01-08,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,202555064,,0,15,0,2.382168446e-314,,20665,0,,15,,,,,0.0,0.0,5.4e-323,0.0,29.0,3.0,0.0,75815.0,29.0,202555064.0,,0,0,0,,,,,,,,,1.13919344048144e-309,1.9844907694e-314,7.13471125e-315,5860328.0,11307425.0,5142227.0,0.0,
563799,2016-01-09,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,25982192,,0,15,0,2.3823321456e-314,,20689,0,,15,,,,,0.0,0.0,5.4e-323,0.0,30.0,3.0,0.0,76375.0,30.0,25982192.0,,0,0,0,,,,,,,,,1.82279438545764e-310,1.9869336597e-314,4.934841686e-315,6005903.0,11587448.0,5269780.0,0.0,
